abscodi,direction,latitude,longitude
036,"Carrer CARRERAS I CANDI 49, 08028 Barcelona",41.3732786,2.1277899
045,"Carrer MAJOR DE SARRIA 94, 08017 Barcelona",41.3991452,2.1221613
018,"Rambla SANT JOSEP 98, 08002 Barcelona",41.3822771,2.1725313
025,"Carrer CASANOVA 236, 08036 Barcelona",41.3929144,2.1490135
073,"Carrer BILBAO 145, 08018 Barcelona",41.4067452,2.1980672
048,"Carrer MILA I FONTANALS 12, 08012 Barcelona",41.4005949,2.163236
072,"Passeig TAULAT 190-194, 08019 Barcelona",41.403585,2.2117663
020,"Carrer HOSPITAL 14, 08001 Barcelona",41.381088,2.1725244
048,"Avinguda DIAGONAL 478, 08006 Barcelona",41.3958698,2.1559201
072,"Rambla POBLENOU 21, 08005 Barcelona",41.3987518,2.2041118
043,"Carrer SARAGOSSA 133, 08006 Barcelona",41.4046897,2.1451823
048,"Plaça RASPALL 1, 08012 Barcelona",41.4013477,2.1606389
017,"Carrer PRINCESA 20, 08003 Barcelona",41.3852449,2.180429
018,"Carrer JAUME I 14, 08002 Barcelona",41.3834491,2.1782809
020,"Ronda SANT ANTONI 106, 08001 Barcelona",41.38517400000001,2.1641837
048,"Plaça LLIBERTAT 9, 08012 Barcelona",41.4002273,2.1533772
022,"Gran Via CORTS CATALANES 489, 08015 Barcelona",41.3805434,2.1559026
048,"Carrer ASTURIES 54, 08012 Barcelona",41.40399379999999,2.1553972
019,"Carrer OM 18, 08001 Barcelona",41.3756886,2.1727525
025,"Carrer ARIBAU 180, 08036 Barcelona",41.3932125,2.1531445
036,"Carrer BADAL 156, 08028 Barcelona",41.3733301,2.1314925
025,"Rambla CATALUNYA 117, 08008 Barcelona",41.3944714,2.158511
020,"Carrer CARME 84, 08001 Barcelona",41.3807116,2.1675213
048,"Carrer GRAN DE GRACIA 87, 08012 Barcelona",41.4005816,2.1544529
045,"Passeig BONANOVA 54, 08017 Barcelona",41.4036015,2.1274234
021,"Avinguda PARAL.LEL 124 BIS, 08015 Barcelona",41.3752444,2.1620986
049,"Avinguda REPUBLICA ARGENTINA 14, 08023 Barcelona",41.4076749,2.1483817
019,"Carrer CERA 30, 08001 Barcelona",41.37856610000001,2.1656429
048,"Carrer GRAN DE GRACIA 16, 08012 Barcelona",41.3984307,2.1575144
022,"Carrer CONSELL DE CENT 98, 08015 Barcelona",41.3801555,2.151528
030,"Gran Via CORTS CATALANES 763, 08013 Barcelona",41.4017252,2.1840789
358,"Carrer SANT SALVADOR 125, 08024 Barcelona",41.4087354,2.1564061
030,"Carrer ARAGO 395, 08013 Barcelona",41.3996165,2.1745439
024,"Carrer ARIBAU 36, 08011 Barcelona",41.3872238,2.1610763
039,"Carrer GALILEU 250, 08028 Barcelona",41.3824942,2.1329748
038,"Carrer TENOR MASSINI 52, 08028 Barcelona",41.3775258,2.131812
025,"Carrer MALLORCA 176, 08036 Barcelona",41.3888323,2.1560975
027,"Carrer DIPUTACIO 331, 08009 Barcelona",41.3940292,2.1716989
065,"Carrer PARE MANYANET 46, 08030 Barcelona",41.42802320000001,2.1945282
076,"Carrer INDUSTRIA 206, 08026 Barcelona",41.4113975,2.1772059
034,"Carrer FERROCARRILS CATALANS 69, 08038 Barcelona",41.35998230000001,2.1430679
029,"Carrer VALENCIA 470, 08013 Barcelona",41.4033858,2.1778024
024,"Avinguda GRAN VIA CORTS CATALANES 566, 08011 Barcelona",41.383918,2.1616593
018,"Carrer GIGNAS 5, 08002 Barcelona",41.3807723,2.1797101
019,"Carrer SANT PAU 44, 08001 Barcelona",41.3793783,2.1721383
027,"Carrer MALLORCA 240, 08008 Barcelona",41.3928721,2.1614573
044,"Carrer ORIOL MESTRES 1, 08034 Barcelona",41.3964463,2.1230106
035,"Carrer CREU COBERTA 81, 08014 Barcelona",41.3751361,2.1449186
046,"Carrer COLLSEROLA 21, 08035 Barcelona",41.41604299999999,2.1357601
042,"Plaça FRANCESC MACIA 3, 08021 Barcelona",41.3932968,2.1446058
017,"Carrer VIA LAIETANA 50, 08003 Barcelona",41.3869483,2.1749742
035,"Carrer PARCERISA 48, 08014 Barcelona",41.3658705,2.1358484
017,"Carrer PRINCESA 39, 08003 Barcelona",41.38611969999999,2.1813329
395,"Carrer GRAN DE SANT ANDREU 125, 08030 Barcelona",41.4313183,2.1893042
395,"Carrer GRAN DE SANT ANDREU 211, 08030 Barcelona",41.4337785,2.1892817
038,"Carrer PORTBOU 38, 08028 Barcelona",41.3770828,2.1266582
048,"Carrer GRAN DE GRACIA 115, 08012 Barcelona",41.4015007,2.1533766
071,"Rambla POBLENOU 134-136, 08018 Barcelona",41.4047408,2.1968501
027,"Passeig SANT JOAN 111, 08037 Barcelona",41.3997298,2.168549
027,"Carrer BRUC 88, 08009 Barcelona",41.3945678,2.1695279
017,"Carrer LLUIS EL PIADOS 10, 08003 Barcelona",41.3904662,2.1786325
048,"Carrer ROS D'OLANO 15, 08012 Barcelona",41.4268752,2.1825086
050,"Carrer SANT EUDALD 56, 08023 Barcelona",41.41513,2.1477016
022,"Carrer ENTENÇA 129, 08015 Barcelona",41.38153380000001,2.1478367
072,"Rambla POBLENOU 46, 08005 Barcelona",41.4001201,2.202812
048,"Carrer BONAVISTA 11, 08012 Barcelona",41.3981047,2.1592606
046,"Passeig SANT GERVASI 53, 08022 Barcelona",41.4105752,2.1377062
040,"Plaça DE LA CONCORDIA 3, 08014 Barcelona",41.3866304,2.1319602
046,"Carrer SANT GERVASI DE CASSOLES 10, 08022 Barcelona",41.4043841,2.1394574
021,"Carrer MANSO 64, 08015 Barcelona",41.3778382,2.1624652
047,"Carrer INDUSTRIA 25, 08037 Barcelona",41.4032893,2.1659219
025,"Carrer ARAGO 207, 08011 Barcelona",41.3885712,2.1597019
021,"Carrer COMTE BORRELL 43, 08015 Barcelona",41.37708689999999,2.1626738
016,"Carrer ALMIRALL CERVERA 15, 08003 Barcelona",41.3784345,2.1898999
035,"Carrer CONSTITUCIO 118, 08014 Barcelona",41.3695433,2.1340148
032,"Carrer TAPIOLES 16, 08004 Barcelona",41.3739085,2.1644035
046,"Plaça BONANOVA 6, 08022 Barcelona",41.406334,2.1342258
030,"Plaça TETUAN 15, 08010 Barcelona",41.3947079,2.1745568
072,"Passatge ROVIRA 11, 08005 Barcelona",41.404199,2.2026007
018,"Carrer ESCUDELLERS 8, 08002 Barcelona",41.3792952,2.17611
072,"Carrer TAULAT 62, 08005 Barcelona",41.3994593,2.2058175
072,"Passatge ROVIRA 1, 08005 Barcelona",41.4039512,2.2023496
017,"Carrer CARDERS 44, 08003 Barcelona",41.3872992,2.1805519
049,"Carrer GRAN DE GRACIA 167, 08012 Barcelona",41.4030083,2.1521995
018,"Avinguda CATEDRAL 1, 08002 Barcelona",41.3845786,2.1752786
024,"Carrer FLORIDABLANCA 117, 08011 Barcelona",41.380719,2.1611603
021,"Ronda SANT PAU 51, 08015 Barcelona",41.3773113,2.1646742
027,"Carrer PROVENÇA 306, 08037 Barcelona",41.3956101,2.1628304
027,"Passeig SANT JOAN 87, 08009 Barcelona",41.398046,2.1709319
022,"Carrer ARAGO 32, 08015 Barcelona",41.380708,2.1500016
052,"Carrer CASTILLEJOS 376, 08025 Barcelona",41.4120563,2.1712937
019,"Carrer UNIO 5, 08001 Barcelona",41.3797941,2.1737624
031,"Carrer PADILLA 295, 08025 Barcelona",41.4073369,2.1747872
046,"Passeig SANT GERVASI 24, 08022 Barcelona",41.4089901,2.1348461
047,"Carrer TORRENT DE LES FLORS 45, 08024 Barcelona",41.4059561,2.1603256
049,"Carrer VERDI 132, 08012 Barcelona",41.4070617,2.1536672
035,"Carrer GAVA 59, 08014 Barcelona",41.3709325,2.1397298
023,"Carrer COMTE BORRELL 198, 08029 Barcelona",41.3854003,2.1521802
044,"Passeig SANT JOAN BOSCO 57, 08017 Barcelona",41.3950586,2.126325
023,"Avinguda SARRIA 31, 08029 Barcelona",41.3900821,2.144756
025,"Carrer VILLARROEL 201, 08036 Barcelona",41.3896752,2.150577
039,"Carrer GELABERT 28-30, 08029 Barcelona",41.3884277,2.1422047
043,"Carrer MARC AURELI 42-44, 08006 Barcelona",41.4021331,2.1423761
050,"Carrer MARE DE DEU DEL COLL 99, 08023 Barcelona",41.4113346,2.1471539
044,"Carrer ANGEL GUIMERA 14, 08017 Barcelona",41.3961489,2.13296
395,"Carrer DOCTOR SANT PONÇ 103, 08030 Barcelona",41.43194,2.1928732
040,"Carrer TAQUIGRAF GARRIGA 67, 08029 Barcelona",41.387936,2.1354279
046,"Ronda GENERAL MITRE 199, 08023 Barcelona",41.4052937,2.1422661
035,"Carrer MOIANES 51, 08014 Barcelona",41.3731659,2.1423198
050,"Carrer GOMIS 82, 08023 Barcelona",41.4135168,2.1398687
054,"Carrer DANTE ALIGHIERI 66 bis, 08032 Barcelona",41.4279319,2.1584852
043,"Via AUGUSTA 242, 08021 Barcelona",41.3981347,2.1366232
022,"Carrer ARAGO 1, 08015 Barcelona",41.3784001,2.1459837
326,"Avinguda MARE DE DEU MONTSERRAT 158, 08041 Barcelona",41.4188833,2.1723459
046,"Passeig BONANOVA 43, 08022 Barcelona",41.404339,2.1300067
054,"Carrer PERIS MENCHETA 55, 08032 Barcelona",41.4256079,2.161736
385,"Passeig FABRA i PUIG 136, 08016 Barcelona",41.4304803,2.181199
039,"Carrer VALLESPIR 190, 08014 Barcelona",41.384231,2.1339438
071,"Carrer NAPOLS 4, 08018 Barcelona",41.39108299999999,2.1852253
326,"Carrer TEODOR LLORENTE 4, 08041 Barcelona",41.41942,2.18036
029,"Carrer VALENCIA 530, 08013 Barcelona",41.4060774,2.1814294
044,"Carrer ROSARI 13, 08017 Barcelona",41.3962091,2.129311
043,"Carrer COPERNIC 47, 08021 Barcelona",41.400799,2.1400698
046,"Carrer MANDRI 54, 08022 Barcelona",41.4046201,2.1327874
017,"Carrer REINA CRISTINA 1, 08003 Barcelona",41.3813076,2.1829077
046,"Carrer BALLESTER 31, 08023 Barcelona",41.40661,2.1453503
030,"Avinguda DIAGONAL 243, 08013 Barcelona",41.4015863,2.1810834
031,"Carrer PROVENÇA 459, 08025 Barcelona",41.4052719,2.1752071
023,"Carrer PROVENÇA 32, 08029 Barcelona",41.3823114,2.1452022
049,"Travessera DE DALT 34, 08024 Barcelona",41.4087273,2.1534479
385,"Passeig MARAGALL 248, 08031 Barcelona",41.4266877,2.1721752
051,"Avinguda MARE DE DEU DE MONTSERRAT 71, 08024 Barcelona",41.4148759,2.1648987
049,"Carrer VALLDOREIX 7, 08024 Barcelona",41.4100211,2.1511732
042,"Carrer FRANCESC PEREZ I CABRERO 11, 08021 Barcelona",41.3940213,2.1395096
358,"Carrer PROVIDENCIA 128, 08024 Barcelona",41.4090256,2.1613365
035,"Carrer CONSTITUCIO 50, 08014 Barcelona",41.3698809,2.1363339
042,"Carrer CALVET 70, 08021 Barcelona",41.3964883,2.1415209
326,"Ronda GUINARDO 196, 08041 Barcelona",41.4214582,2.177247
043,"Carrer GANDUXER 94, 08022 Barcelona",41.3997282,2.1339987
046,"Carrer BERTRAN 129, 08023 Barcelona",41.4101077,2.1395193
039,"Carrer BERLIN 107, 08029 Barcelona",41.3850758,2.1417132
033,"Carrer CONCORDIA 47, 08004 Barcelona",41.3720611,2.1590458
039,"Carrer LORETO 48, 08029 Barcelona",41.3915275,2.142761
041,"Carrer BISBE CATALA 8, 08034 Barcelona",41.3953266,2.113863
073,"Carrer SANT JOAN DE MALTA 111, 08018 Barcelona",41.4070166,2.1950076
395,"Carrer ROVIRA VIRGILI 6, 08030 Barcelona",41.4280333,2.1897219
326,"Carrer AMILCAR 158 BIS, 08032 Barcelona",41.42223570000001,2.1726757
050,"Carrer MORA D'EBRE 43, 08023 Barcelona",41.4181257,2.1489484
065,"Carrer ESPRONCEDA 363, 08027 Barcelona",41.4175412,2.1882342
073,"Carrer ESPRONCEDA 191, 08018 Barcelona",41.409422,2.1989034
038,"Carrer JOAN GUELL 91, 08028 Barcelona",41.3800461,2.1326213
045,"Passeig BONANOVA 105, 08017 Barcelona",41.400984,2.124235
056,"Carrer HORTA 127, 08032 Barcelona",41.4321958,2.1580421
028,"Carrer AUSIAS MARCH 93, 08013 Barcelona",41.3950464,2.1803642
358,"Carrer CAMELIES 22, 08024 Barcelona",41.4111859,2.1595809
022,"Carrer DIPUTACIO 12, 08015 Barcelona",41.3774252,2.1500644
076,"Carrer NAVAS DE TOLOSA 329, 08026 Barcelona",41.4165734,2.185006
043,"Carrer FRANCOLI 23 BIS, 08006 Barcelona",41.4044548,2.1477565
358,"Carrer L'ALZINA 44, 08024 Barcelona",41.4072649,2.1556993
038,"Plaça DELS PAISOS CATALANS 3, 08014 Barcelona",41.3792119,2.1426805
051,"Plaça CAN BARO 6, 08024 Barcelona",41.4167599,2.1625
072,"Carrer PROVENÇALS 12, 08019 Barcelona",41.4054235,2.2114781
016,"Passeig JOAN DE BORBO 72, 08003 Barcelona",41.3756804,2.1893427
067,"Avinguda MERIDIANA 259, 08027 Barcelona",41.4216716,2.1864733
070,"Carrer TURO DE LA TRINITAT 41, 08033 Barcelona",41.4505047,2.1903735
065,"Carrer MALLORCA 663, 08027 Barcelona",41.4147693,2.1902219
051,"Ronda GUINARDO 31, 08024 Barcelona",41.41207800000001,2.1641576
071,"Carrer PUJADES 151, 08005 Barcelona",41.4006394,2.1990379
065,"Carrer VALLES I RIBOT 8, 08027 Barcelona",41.4230509,2.189023
396,"Passeig TORRAS i BAGES 83, 08030 Barcelona",41.4398011,2.1907672
385,"Carrer CUBELLES 8, 08031 Barcelona",41.4265226,2.1754782
358,"Carrer SECRETARI COLOMA 92, 08024 Barcelona",41.410452,2.1621536
035,"Carrer GRAN VIA CORTS CATALANES 347, 08014 Barcelona",41.3736315,2.146756
071,"Carrer ZAMORA 38, 08005 Barcelona",41.3932843,2.1936125
396,"Carrer AGUSTI i MILA 38, 08030 Barcelona",41.4382973,2.18763
041,"Carrer FELIPE DE PAZ 8, 08028 Barcelona",41.3795715,2.1258554
385,"Carrer DOCTOR PI I MOLIST 1, 08031 Barcelona",41.4305126,2.1743073
038,"Carrer MELCIOR DE PALAU 153 BIS, 08014 Barcelona",41.381553,2.1391492
067,"Passeig MARAGALL 106, 08027 Barcelona",41.4210729,2.1804311
043,"Carrer MANDRI 6, 08022 Barcelona",41.4018467,2.1355909
051,"Avinguda Mare de Deu de MONTSERRAT 143, 08041 Barcelona",41.4168625,2.1704841
067,"Carrer CONCEPCIO ARENAL 124, 08027 Barcelona",41.4250059,2.1843669
071,"Avinguda DIAGONAL 197, 08018 Barcelona",41.40391,2.1915866
036,"Carrer GUADIANA 39, 08014 Barcelona",41.373202,2.1397669
041,"Carrer COMANDANT BENITEZ 30, 08028 Barcelona",41.3805182,2.1259636
044,"Carrer CAPITA ARENES 62, 08034 Barcelona",41.3938138,2.1248869
033,"Carrer GRAN VIA CORTS CATALANES 216, 08004 Barcelona",41.3693615,2.1420336
029,"Carrer CONSELL DE CENT 575, 08013 Barcelona",41.4046305,2.1835753
054,"Carrer DANTE ALIGHIERI 118, 08032 Barcelona",41.4269025,2.1552372
327,"Carrer FORMENTERA 44, 08016 Barcelona",41.4444005,2.1849656
040,"Carrer MASFERRER 16, 08028 Barcelona",41.3854228,2.129065
039,"Carrer TAQUIGRAF SERRA 3, 08029 Barcelona",41.3861465,2.1386406
042,"Carrer TUSET 34, 08006 Barcelona",41.396667,2.1514129
034,"Carrer MARE DE DEU DEL PORT 234, 08038 Barcelona",41.3605096,2.1406716
044,"Carrer CARDENAL SENTMENAT 37, 08017 Barcelona",41.3982553,2.1250012
041,"Carrer JORDI GIRONA 2, 08034 Barcelona",41.3870593,2.1125853
071,"Carrer JOAN MIRO 24, 08005 Barcelona",41.3910617,2.1942852
326,"Carrer SEGLE XX 61, 08032 Barcelona",41.4237214,2.1747488
067,"Avinguda FELIP II 186, 08027 Barcelona",41.4257923,2.180106
385,"Carrer ESCOCIA 64-66, 08016 Barcelona",41.4287749,2.1800399
041,"Avinguda SANT RAMON NONAT 23, 08028 Barcelona",41.377151,2.1165397
056,"Carrer FATIMA 10, 08032 Barcelona",41.4325302,2.1555254
072,"Carrer SELVA DEL MAR 34, 08019 Barcelona",41.40838919999999,2.2099147
326,"Passeig MARAGALL 75, 08041 Barcelona",41.4174906,2.1802239
046,"Carrer BERTRAN 39, 08023 Barcelona",41.4060461,2.1397399
039,"Carrer JOAN GUELL 174, 08028 Barcelona",41.383975,2.1312341
383,"Plaça LLORCA 5, 08038 Barcelona",41.3642824,2.1411945
045,"Carretera SARRIA A VALLVIDRERA 82, 08017 Barcelona",41.408693,2.1099486
029,"Carrer PROVENÇA 536, 08025 Barcelona",41.40792709999999,2.1792547
043,"Carrer LA GLEVA 9, 08006 Barcelona",41.4029904,2.1462667
051,"Carrer BISMARK 2, 08024 Barcelona",41.4150091,2.1612282
031,"Carrer INDUSTRIA 128, 08025 Barcelona",41.4080777,2.1728293
023,"Carrer CALABRIA 242-244, 08029 Barcelona",41.3863353,2.1465768
025,"Carrer CASANOVA 93, 08011 Barcelona",41.386881,2.1566593
040,"Avinguda SARRIA 125, 08017 Barcelona",41.3919517,2.1332564
067,"Carrer OLESA 26, 08027 Barcelona",41.4208663,2.182912
028,"Carrer MARINA 121, 08013 Barcelona",41.3964028,2.1842325
040,"Avinguda DIAGONAL 557, 08029 Barcelona",41.3891502,2.133823
043,"Carrer BERTRAND I SERRA 16, 08022 Barcelona",41.40244819999999,2.1335955
053,"Carrer HORTAL 41, 08032 Barcelona",41.4214998,2.1519865
042,"Carrer VALERO 10, 08021 Barcelona",41.3961832,2.1385028
049,"Carrer SOSTRES 15, 08024 Barcelona",41.4114332,2.1502618
327,"Carrer PALAMOS 58, 08033 Barcelona",41.4495009,2.1862436
385,"Carrer PARDO 17, 08016 Barcelona",41.4278398,2.1824295
073,"Avinguda DIAGONAL 84-86, 08019 Barcelona",41.4087737,2.2072588
034,"Carrer SOVELLES 11, 08038 Barcelona",41.3526666,2.142622
396,"Avinguda MERIDIANA 510, 08030 Barcelona",41.43741989999999,2.1852012
053,"Carrer PEDRELL 121, 08032 Barcelona",41.4238764,2.162497
056,"Carrer FELIU I CODINA 45, 08031 Barcelona",41.4348705,2.1619294
044,"Carrer ANGLI 4 BIS, 08017 Barcelona",41.4031654,2.1231637
046,"Passeig SANT GERVASI 75, 08022 Barcelona",41.41260399999999,2.1377548
040,"Carrer MANILA 49, 08034 Barcelona",41.3901238,2.1255772
055,"Carrer SANTA ROSALIA 82, 08035 Barcelona",41.42313619999999,2.1487936
059,"Carrer MONTSANT 31-33, 08031 Barcelona",41.4334791,2.1701267
331,"Carrer CONCILI DE TRENTO 194, 08020 Barcelona",41.4174219,2.200964
018,"Carrer MERCÈ 26, 08002 Barcelona",41.3801932,2.1805383
054,"Carrer SANT ALEXANDRE 37, 08031 Barcelona",41.4294248,2.1642919
059,"Carrer CADI 23, 08031 Barcelona",41.4315562,2.1687026
326,"Carrer VINYALS 38, 08041 Barcelona",41.4204865,2.1747648
049,"Carrer MARE DE DEU DEL COLL 25, 08023 Barcelona",41.4088466,2.1495136
063,"Carrer QUARTER DE SIMANCAS 24, 08042 Barcelona",41.445381,2.173301
059,"Carrer ANETO 26-28, 08031 Barcelona",41.4326876,2.1705839
034,"Carrer FONERIA 18, 08038 Barcelona",41.3599223,2.1374536
326,"Passatge LLIVIA 47, 08041 Barcelona",41.41998350000001,2.1770599
054,"Carrer LLOBREGOS 140, 08032 Barcelona",41.4239796,2.1552345
327,"Carrer CHAFARINAS 12-14, 08033 Barcelona",41.447695,2.183538
035,"Riera BLANCA 191-193, 08014 Barcelona",41.3680317,2.1317528
041,"Carrer PINTOR TAPIRO 11, 08028 Barcelona",41.3771042,2.1192212
033,"Carrer LLEIDA 55 B, 08004 Barcelona",41.3710914,2.1562954
038,"Carrer RECTOR TRIADO 84, 08014 Barcelona",41.3782141,2.1429779
073,"Carrer PERE IV 209-211, 08018 Barcelona",41.4053975,2.1997029
326,"Carrer JULIOL 27, 08041 Barcelona",41.4176365,2.173981
076,"Carrer FRESER 194-198, 08026 Barcelona",41.4151861,2.1824757
385,"Avinguda FELIP II 271, 08016 Barcelona",41.4284693,2.1759006
326,"Ronda GUINARDO 156-158, 08041 Barcelona",41.4188442,2.1765705
069,"Carrer SAS 31, 08030 Barcelona",41.43756279999999,2.2041578
074,"Carrer PERE IV 501, 08020 Barcelona",41.4174096,2.2089889
396,"Passeig SANTA COLOMA 29-31, 08030 Barcelona",41.4452949,2.1901066
036,"Avinguda MADRID 8, 08028 Barcelona",41.3759925,2.1239376
042,"Carrer SANTALO 3, 08021 Barcelona",41.3947058,2.1468412
040,"Carrer EUROPA 17, 08028 Barcelona",41.3872182,2.1297803
078,"Carrer PROVENÇALS 256, 08020 Barcelona",41.4166606,2.1966374
051,"Carrer GRAN VISTA 135, 08032 Barcelona",41.418715,2.1575361
056,"Carrer SANT GAUDENCI 11, 08031 Barcelona",41.4343401,2.1569093
055,"Carrer MURTRA 8, 08032 Barcelona",41.424063,2.1509233
050,"Passeig MARE DE DEU DEL COLL 150, 08023 Barcelona",41.4201561,2.1491596
048,"Carrer CORSEGA 369, 08037 Barcelona",41.3989874,2.1622541
039,"Carrer GUITARD 69, 08014 Barcelona",41.3839361,2.1362359
036,"Carrer SUGRANYES 11, 08028 Barcelona",41.375,2.1277823
077,"Carrer VALENCIA 621, 08026 Barcelona",41.41080050000001,2.1872438
045,"Carrer CALATRAVA 77, 08017 Barcelona",41.4019601,2.1277578
042,"Via AUGUSTA 103, 08006 Barcelona",41.4009897,2.1489096
043,"Carrer SANT ELIES 28, 08006 Barcelona",41.4011674,2.1442828
046,"Carrer CRAYWINCKEL 7, 08022 Barcelona",41.4120147,2.1395224
040,"Travessera DE LES CORTS 287, 08014 Barcelona",41.3867036,2.1346319
049,"Carrer BETLEM 46, 08012 Barcelona",41.405315,2.1534658
052,"Carrer SARDENYA 520, 08024 Barcelona",41.4115666,2.1630917
047,"Carrer SANT ANTONI MARIA CLARET 18, 08037 Barcelona",41.4032019,2.1639577
078,"Carrer SELVA DEL MAR 273, 08020 Barcelona",41.4185096,2.1960226
042,"Carrer ARIBAU 312 BIS, 08006 Barcelona",41.3991748,2.1459115
050,"Avinguda VALLCARCA 125, 08023 Barcelona",41.4124193,2.1428953
403,"Carrer ALMAGRO 10, 08042 Barcelona",41.4423023,2.1738467
074,"Carrer MARESME 104, 08019 Barcelona",41.4150623,2.2123032
056,"Carrer MESTRE DALMAU 2, 08031 Barcelona",41.4331257,2.1628461
076,"Carrer SANT QUINTI 20, 08026 Barcelona",41.4127241,2.1794328
040,"Passeig MANUEL GIRONA 56, 08034 Barcelona",41.391222,2.1254238
042,"Carrer LAFORJA 56, 08006 Barcelona",41.3983123,2.1481323
077,"Avinguda GRAN VIA CORTS CATALANES 871, 08018 Barcelona",41.4076044,2.1920577
071,"Carrer BOLIVIA 19, 08018 Barcelona",41.4015318,2.1890068
067,"Carrer ACACIES 57, 08027 Barcelona",41.4258493,2.1780122
385,"Avinguda MERIDIANA 361, 08016 Barcelona",41.428217,2.1841168
052,"Carrer PADILLA 378, 08025 Barcelona",41.4119943,2.1693935
065,"Carrer NAVAS DE TOLOSA 270, 08027 Barcelona",41.41481,2.18791
054,"Carrer LISBOA 9, 08032 Barcelona",41.4293884,2.1584869
072,"Carrer JOSEP PLA 19-21, 08019 Barcelona",41.4082541,2.2162861
042,"Carrer AMIGO 70, 08021 Barcelona",41.3970561,2.1423682
070,"Carrer PARE PEREZ DEL PULGAR 16, 08033 Barcelona",41.4536451,2.1900696
331,"Rambla GUIPUSCOA 98, 08020 Barcelona",41.418844,2.2008676
039,"Carrer ENTENÇA 254, 08029 Barcelona",41.3873661,2.14091
077,"Carrer MALLORCA 621, 08026 Barcelona",41.4130512,2.1879997
067,"Carrer GARCILASO 213, 08027 Barcelona",41.42351559999999,2.1797658
031,"Carrer CORSEGA 526, 08025 Barcelona",41.4056333,2.1717928
385,"Carrer ALELLA 12, 08016 Barcelona",41.4315144,2.1797234
043,"Carrer RAVELLA 11, 08021 Barcelona",41.40076819999999,2.1369876
069,"Carrer CLARIANA 16, 08030 Barcelona",41.4472928,2.2002593
326,"Carrer SANT QUINTI 128, 08041 Barcelona",41.4161355,2.1747872
028,"Carrer SARDENYA 184, 08013 Barcelona",41.397028,2.1821973
028,"Carrer CASP 67, 08010 Barcelona",41.3937223,2.1762952
052,"Carrer ALCALDE MOSTOLES 33, 08025 Barcelona",41.4108812,2.1659369
053,"Carrer LLOBREGOS 206, 08032 Barcelona",41.4221295,2.1520046
051,"Ronda GUINARDO 77, 08024 Barcelona",41.4137512,2.1700797
023,"Carrer ROSSELLO 72, 08029 Barcelona",41.3866314,2.1486431
042,"Carrer BORI I FONTESTA 18, 08021 Barcelona",41.3933198,2.1389247
073,"Avinguda DIAGONAL 111, 08005 Barcelona",41.4069977,2.2027319
078,"Carrer GUIPUZCOA 21 BIS, 08018 Barcelona",41.4142125,2.1937565
326,"Avinguda Mare de Deu de MONTSERRAT 240-242, 08041 Barcelona",41.4223118,2.174864
395,"Carrer RUBEN DARIO 79, 08030 Barcelona",41.4342729,2.1862933
022,"Carrer VALENCIA 90-92, 08015 Barcelona",41.3824874,2.150098
046,"Carrer GANDUXER 129, 08022 Barcelona",41.4030431,2.1311483
036,"Plaça SANTS 9, 08028 Barcelona",41.3759829,2.1355451
043,"Carrer HERZEGOVINA 4, 08021 Barcelona",41.4015974,2.1386754
052,"Carrer PADILLA 338-340, 08025 Barcelona",41.4103812,2.1711999
071,"Avinguda ICARIA 160, 08005 Barcelona",41.3909887,2.1970412
069,"Carrer CAMPINS 9, 08030 Barcelona",41.4473704,2.1993129
051,"Carrer CASTILLEJOS 437, 08024 Barcelona",41.4140755,2.1682516
302,"Carrer MASIA 2, 08110 Barcelona",41.4697405,2.1841718
041,"Carrer COLLBLANC 66, 08028 Barcelona",41.375878,2.1177338
047,"Carrer ESCORIAL 23, 08024 Barcelona",41.4068241,2.1614865
038,"Avinguda JOSEP TARRADELLAS 3, 08029 Barcelona",41.3814202,2.1419383
038,"Carrer NUMANCIA 14, 08029 Barcelona",41.3816858,2.1411075
054,"Carrer GRANOLLERS 8, 08032 Barcelona",41.4283205,2.1624816
027,"Passeig DE GRACIA 26, 08007 Barcelona",41.3903717,2.1679521
327,"Carrer S'AGARO 3, 08033 Barcelona",41.44741010000001,2.186786
051,"Avinguda Mare de Deu de MONTSERRAT 109, 08024 Barcelona",41.4158292,2.1685096
021,"Carrer COMTE BORRELL 7, 08015 Barcelona",41.3754765,2.1647778
385,"Carrer MALADETA 7-11, 08016 Barcelona",41.4318167,2.1766151
025,"Carrer CASANOVA 140, 08036 Barcelona",41.3888216,2.1546746
078,"Carrer GUIPUSCOA 67-69, 08020 Barcelona",41.4174565,2.1982539
043,"Avinguda PRINCEP D'ASTURIES 43-45, 08012 Barcelona",41.4045815,2.1500858
385,"Avinguda BORBON 64, 08016 Barcelona",41.4287013,2.1749983
051,"Carrer VALLSECA 30, 08024 Barcelona",41.41519539999999,2.1629556
055,"Carrer ARENYS 108, 08035 Barcelona",41.4231692,2.1470515
358,"Carrer PAU ALSINA 57, 08024 Barcelona",41.4089618,2.1632329
043,"Carrer BALMES 303, 08006 Barcelona",41.4021939,2.1455233
071,"Avinguda DIAGONAL 180, 08018 Barcelona",41.4053955,2.1941276
030,"Carrer ROGER DE FLOR 240, 08025 Barcelona",41.4015996,2.1691407
035,"Carrer BARTOMEU PI 26, 08014 Barcelona",41.3696317,2.1387521
059,"Carrer VALL D'ORDESA 10, 08031 Barcelona",41.4311487,2.1662993
055,"Carrer LLEDONER 2, 08035 Barcelona",41.4248048,2.1389325
